Grade;Area;Topic;Code;Description
 9-12;Elective:  United States Government and Politics;Topic 3: Civil rights, human rights, and civil liberties;HSS.GOV.T3.02;"Research, analyze, and present orally, in writing or through a multimedia presentation the historical context of two Supreme Court decisions on a topic related to individual rights and what the respective decisions demonstrate about how the protection of individual rights has evolved over time. Cite textual evidence to summarize key perspectives in the decisions and provide historical context for the particular decisions cited. Cases may include: 
Whitney v. California (1927), Stromberg v. California (1931), Near v. Minnesota (1931), Brandenburg v. Ohio (1969), Texas v. Johnson (1989), and Reno v. American Civil Liberties Union (1997)"
 9-12;Elective:  United States Government and Politics;Topic 4: Political parties, interest groups, media, and public policy;HSS.GOV.T4.01;Trace the evolution of political parties in the U.S. governmental system, analyze their organization, functions in elections and government at national and state levels, and evaluate examples of current methods used to promote candidates and issues.
 9-12;Elective:  United States Government and Politics;Topic 4: Political parties, interest groups, media, and public policy;HSS.GOV.T4.02;Research the platforms of political parties and candidates for state or national government and analyze data on campaign financing, advertising, and voter demographics, to draw conclusions about how citizens in the United States participate in public elections.
 9-12;Elective:  United States Government and Politics;Topic 4: Political parties, interest groups, media, and public policy;HSS.GOV.T4.03;"Trace the evolution of interest groups, including political action committees (PACs); analyze the range of interests represented, the strategies used, the unique characteristics and roles of PACs in the political process, and the effects of interest groups on the political process. Evaluate perspectives on the role of interest groups since the founding of the U.S. (e.g. Federalist 10, current perspectives)."
 9-12;Elective:  United States Government and Politics;Topic 4: Political parties, interest groups, media, and public policy;HSS.GOV.T4.04;Evaluate the benefits and disadvantages of new technologies in politics, including how they broaden the influence of media and public interest groups.
 9-12;Elective:  United States Government and Politics;Topic 4: Political parties, interest groups, media, and public policy;HSS.GOV.T4.05;Analyze current research on the impact of media on civic discourse and the importance of an informed citizenry that determines the credibility of sources and claims and exercises other sound media literacy skills.
 9-12;Elective:  United States Government and Politics;Topic 4: Political parties, interest groups, media, and public policy;HSS.GOV.T4.06;"Compare the debate over a public policy issue from the past and a contemporary one and evaluate the role of political parties, interest groups and media in influencing public opinion. Historical and current examples may include:

a. Labor - reforms to improve workplace safety, workers? hours, and limit child labor 
b. Environment ? the establishment of the National Parks System, legislation to promote clean air and water
c. Disability rights ? independent living, deinstitutionalization, right to education
d. Voting - women?s suffrage
e. Consumer protection -food and drug safety"
 9-12;Elective:  United States Government and Politics;Topic 4: Political parties, interest groups, media, and public policy;HSS.GOV.T4.07;Use a variety of sources, including newspapers and digital sources, to identify a current local, state or national public policy issue and evaluate the influence on the legislative process of political parties, interest groups, grass roots organizations, lobbyists, public opinion, media, and individual voters.
 9-12;Elective:  United States Government and Politics;Topic 4: Political parties, interest groups, media, and public policy;HSS.GOV.T4.08;With other students, identify a significant public policy issue in the community, gather information about that issue, fairly evaluate the various points of view and competing interests, discuss policy options as a group and seek to arrive at a consensus or compromise agreement, examine ways of participating in the decision-making process about the issue, and draft one or more position papers, oral or multimedia presentations on how the issue may be resolved.
 9-12;Elective:  United States Government and Politics;Topic 5: The relationship of the United States to other nations in world affairs;HSS.GOV.T5.01;Give examples of the ways nation states interact, including trade, tourism, diplomacy, treaties and agreements, and military action.
 9-12;Elective:  United States Government and Politics;Topic 5: The relationship of the United States to other nations in world affairs;HSS.GOV.T5.02;Analyze reasons for conflict among nation states, such as competition for resources and territory, differences in systems of government, and religious or ethnic conflicts.
 9-12;Elective:  United States Government and Politics;Topic 5: The relationship of the United States to other nations in world affairs;HSS.GOV.T5.03;Identify and explain powers that the United States Constitution gives to the President and Congress in the area of foreign affairs.
 9-12;Elective:  United States Government and Politics;Topic 5: The relationship of the United States to other nations in world affairs;HSS.GOV.T5.04;Describe the tools used to carry out United States foreign policy. Examples: diplomacy, economic aid, military aid, humanitarian aid, treaties, sanctions, covert action, and military intervention.
